timestamp,cpu_percent,memory_mb,blink_count,frown_count,too_close_count,fps,latency
1735832340.4953551,0.0,284.61328125,0,0,0,0,0
1735832341.49759,17.0,315.44921875,0,0,0,0,0
1735832342.4988062,19.0,315.48828125,0,0,0,0,0
1735832343.4999855,17.0,315.49609375,0,0,0,0,0
1735832344.5010948,14.0,315.56640625,0,0,0,0,0
1735832345.5028,17.0,317.97265625,0,0,0,0,0
1735832346.5045373,17.0,326.16796875,0,0,0,0,0
1735832347.5058634,15.0,331.19921875,0,0,0,0,0
1735832348.5069788,17.0,333.21484375,0,0,0,0,0
1735832349.5087132,17.0,336.3359375,0,0,0,0,0
1735832350.509992,15.0,339.7890625,0,0,0,0,0
1735832351.5115569,16.0,339.77734375,0,0,0,0,0
1735832352.5127387,15.0,339.76171875,0,0,0,0,0
1735832353.5144248,15.0,342.3828125,0,0,0,0,0
1735832354.5157616,19.0,342.64453125,0,0,0,0,0
1735832355.5181494,19.0,342.640625,0,0,0,0,0
1735832356.520943,17.0,343.40625,0,0,0,0,0
1735832357.5223906,17.0,343.41015625,0,0,0,0,0
1735832358.5236058,17.0,343.41015625,0,0,0,0,0
1735832359.5238714,15.0,343.41015625,0,0,0,0,0
1735832360.5249655,16.0,343.41015625,0,0,0,0,0
1735832361.5261626,17.0,343.41015625,0,0,0,0,0
1735832362.5275657,17.0,343.421875,0,0,0,0,0
1735832363.5287545,16.0,343.4453125,0,0,0,0,0
1735832364.5299003,18.0,343.4453125,0,0,0,0,0
1735832365.5310907,18.0,343.4453125,0,0,0,0,0
1735832366.5324779,14.0,343.4453125,0,0,0,0,0
1735832367.5336912,17.0,343.4453125,0,0,0,0,0
1735832368.535021,18.0,343.54296875,0,0,0,0,0
1735832369.536371,17.0,343.54296875,0,0,0,0,0
1735832370.5377598,15.0,343.546875,0,0,0,0,0
1735832371.5390024,16.0,345.703125,0,0,0,0,0

Summary:
Blinks Detected: 10
Frowns Detected: 0
Too Close Count: 202
Precision (Blink): 2.00
Recall (Blink): 2.00
Precision (Frown): 0.00
Recall (Frown): 0.00
Precision (Too Close): 67.33
Recall (Too Close): 67.33
Average FPS: 18.13
Total Latency: 7405.94 ms

Summary:
Blinks Detected: 10
Frowns Detected: 0
Too Close Count: 202
Precision (Blink): 2.00
Recall (Blink): 2.00
Precision (Frown): 0.00
Recall (Frown): 0.00
Precision (Too Close): 67.33
Recall (Too Close): 67.33
Average FPS: 15.51
Total Latency: 7405.94 ms

Summary:
Blinks Detected: 10
Frowns Detected: 0
Too Close Count: 202
Precision (Blink): 2.00
Recall (Blink): 2.00
Precision (Frown): 0.00
Recall (Frown): 0.00
Precision (Too Close): 67.33
Recall (Too Close): 67.33
Average FPS: 12.33
Total Latency: 7405.94 ms
